appt_id,provider,date,day_key,block_key,start,end,dur_slots,room,column_id
W2_A0179,HPW204,2025-11-18,2025-11-18,HPW204|2025-11-18|C1,2025-11-18 11:15:00,2025-11-18 11:30:00,1,ER2,HPW204|2025-11-18|C1__init
W2_A0200,HPW206,2025-11-18,2025-11-18,HPW206|2025-11-18|C1,2025-11-18 11:15:00,2025-11-18 11:30:00,1,ER4,HPW206|2025-11-18|C1__init
W2_A0159,HPW201,2025-11-18,2025-11-18,HPW201|2025-11-18|C1,2025-11-18 13:00:00,2025-11-18 13:30:00,2,ER1,HPW201|2025-11-18|C1__init
W2_A0160,HPW201,2025-11-18,2025-11-18,HPW201|2025-11-18|C2,2025-11-18 13:00:00,2025-11-18 13:30:00,2,ER10,HPW201|2025-11-18|C2__init
W2_A0162,HPW202,2025-11-18,2025-11-18,HPW202|2025-11-18|C1,2025-11-18 13:00:00,2025-11-18 14:00:00,4,ER15,HPW202|2025-11-18|C1__init
W2_A0166,HPW202,2025-11-18,2025-11-18,HPW202|2025-11-18|C2,2025-11-18 13:00:00,2025-11-18 14:00:00,4,ER3,HPW202|2025-11-18|C2__init
W2_A0171,HPW203,2025-11-18,2025-11-18,HPW203|2025-11-18|C1,2025-11-18 13:00:00,2025-11-18 13:15:00,1,ER12,HPW203|2025-11-18|C1__init
W2_A0190,HPW204,2025-11-18,2025-11-18,HPW204|2025-11-18|C1,2025-11-18 13:00:00,2025-11-18 13:15:00,1,ER2,HPW204|2025-11-18|C1__init
W2_A0203,HPW206,2025-11-18,2025-11-18,HPW206|2025-11-18|C1,2025-11-18 13:00:00,2025-11-18 13:15:00,1,ER4,HPW206|2025-11-18|C1__init
W2_A0213,HPW210,2025-11-18,2025-11-18,HPW210|2025-11-18|C1,2025-11-18 13:00:00,2025-11-18 13:30:00,2,ER6,HPW210|2025-11-18|C1__init
W2_A0228,HPW214,2025-11-18,2025-11-18,HPW214|2025-11-18|C1,2025-11-18 13:00:00,2025-11-18 13:30:00,2,ER7,HPW214|2025-11-18|C1__init
W2_A0233,HPW216,2025-11-18,2025-11-18,HPW216|2025-11-18|C1,2025-11-18 13:00:00,2025-11-18 13:15:00,1,ER8,HPW216|2025-11-18|C1__init
W2_A0235,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C1,2025-11-18 13:00:00,2025-11-18 13:15:00,1,ER13,HPW217|2025-11-18|C1__init
W2_A0224,HPW213,2025-11-18,2025-11-18,HPW213|2025-11-18|C1,2025-11-18 13:15:00,2025-11-18 13:30:00,1,ER9,HPW213|2025-11-18|C1__init
W2_A0252,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C1,2025-11-18 13:15:00,2025-11-18 13:30:00,1,ER13,HPW217|2025-11-18|C1__init
W2_A0211,HPW210,2025-11-18,2025-11-18,HPW210|2025-11-18|C1,2025-11-18 13:30:00,2025-11-18 14:00:00,2,ER6,HPW210|2025-11-18|C1__init
W2_A0223,HPW213,2025-11-18,2025-11-18,HPW213|2025-11-18|C1,2025-11-18 13:30:00,2025-11-18 14:30:00,4,ER9,HPW213|2025-11-18|C1__init
W2_A0236,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C1,2025-11-18 13:30:00,2025-11-18 13:45:00,1,ER13,HPW217|2025-11-18|C1__init
W2_A0239,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C1,2025-11-18 13:45:00,2025-11-18 14:00:00,1,ER13,HPW217|2025-11-18|C1__init
W2_A0150,HPW201,2025-11-18,2025-11-18,HPW201|2025-11-18|C1,2025-11-18 14:00:00,2025-11-18 14:15:00,1,ER1,HPW201|2025-11-18|C1__init
W2_A0164,HPW202,2025-11-18,2025-11-18,HPW202|2025-11-18|C1,2025-11-18 14:00:00,2025-11-18 15:00:00,4,ER15,HPW202|2025-11-18|C1__init
W2_A0181,HPW204,2025-11-18,2025-11-18,HPW204|2025-11-18|C1,2025-11-18 14:00:00,2025-11-18 15:00:00,4,ER2,HPW204|2025-11-18|C1__init
W2_A0192,HPW205,2025-11-18,2025-11-18,HPW205|2025-11-18|C1,2025-11-18 14:00:00,2025-11-18 14:30:00,2,ER5,HPW205|2025-11-18|C1__init
W2_A0227,HPW214,2025-11-18,2025-11-18,HPW214|2025-11-18|C1,2025-11-18 14:00:00,2025-11-18 14:30:00,2,ER7,HPW214|2025-11-18|C1__init
W2_A0231,HPW216,2025-11-18,2025-11-18,HPW216|2025-11-18|C1,2025-11-18 14:00:00,2025-11-18 14:30:00,2,ER8,HPW216|2025-11-18|C1__init
W2_A0243,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C2,2025-11-18 14:00:00,2025-11-18 14:15:00,1,ER3,HPW217|2025-11-18|C2__init
W2_A0248,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C1,2025-11-18 14:00:00,2025-11-18 14:15:00,1,ER13,HPW217|2025-11-18|C1__init
W2_A0189,HPW204,2025-11-18,2025-11-18,HPW204|2025-11-18|C2,2025-11-18 14:15:00,2025-11-18 14:45:00,2,ER14,HPW204|2025-11-18|C2__init
W2_A0210,HPW208,2025-11-18,2025-11-18,HPW208|2025-11-18|C1,2025-11-18 14:15:00,2025-11-18 14:30:00,1,ER12,HPW208|2025-11-18|C1__init
W2_A0245,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C1,2025-11-18 14:15:00,2025-11-18 14:30:00,1,ER13,HPW217|2025-11-18|C1__init
W2_A0247,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C2,2025-11-18 14:15:00,2025-11-18 14:30:00,1,ER3,HPW217|2025-11-18|C2__init
W2_A0206,HPW207,2025-11-18,2025-11-18,HPW207|2025-11-18|C1,2025-11-18 14:30:00,2025-11-18 15:00:00,2,ER4,HPW207|2025-11-18|C1__init
W2_A0234,HPW216,2025-11-18,2025-11-18,HPW216|2025-11-18|C1,2025-11-18 14:30:00,2025-11-18 15:00:00,2,ER8,HPW216|2025-11-18|C1__init
W2_A0237,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C1,2025-11-18 14:30:00,2025-11-18 14:45:00,1,ER13,HPW217|2025-11-18|C1__init
W2_A0249,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C2,2025-11-18 14:30:00,2025-11-18 14:45:00,1,ER3,HPW217|2025-11-18|C2__init
W2_A0154,HPW201,2025-11-18,2025-11-18,HPW201|2025-11-18|C2,2025-11-18 14:45:00,2025-11-18 15:15:00,2,ER10,HPW201|2025-11-18|C2__init
W2_A0156,HPW201,2025-11-18,2025-11-18,HPW201|2025-11-18|C1,2025-11-18 14:45:00,2025-11-18 15:00:00,1,ER1,HPW201|2025-11-18|C1__init
W2_A0225,HPW213,2025-11-18,2025-11-18,HPW213|2025-11-18|C1,2025-11-18 14:45:00,2025-11-18 15:00:00,1,ER9,HPW213|2025-11-18|C1__init
W2_A0241,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C1,2025-11-18 14:45:00,2025-11-18 15:00:00,1,ER13,HPW217|2025-11-18|C1__init
W2_A0244,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C2,2025-11-18 14:45:00,2025-11-18 15:00:00,1,ER3,HPW217|2025-11-18|C2__init
W2_A0151,HPW201,2025-11-18,2025-11-18,HPW201|2025-11-18|C1,2025-11-18 15:00:00,2025-11-18 15:15:00,1,ER1,HPW201|2025-11-18|C1__init
W2_A0167,HPW202,2025-11-18,2025-11-18,HPW202|2025-11-18|C1,2025-11-18 15:00:00,2025-11-18 16:00:00,4,ER15,HPW202|2025-11-18|C1__init
W2_A0183,HPW204,2025-11-18,2025-11-18,HPW204|2025-11-18|C1,2025-11-18 15:00:00,2025-11-18 15:15:00,1,ER2,HPW204|2025-11-18|C1__init
W2_A0207,HPW207,2025-11-18,2025-11-18,HPW207|2025-11-18|C1,2025-11-18 15:00:00,2025-11-18 15:30:00,2,ER4,HPW207|2025-11-18|C1__init
W2_A0217,HPW210,2025-11-18,2025-11-18,HPW210|2025-11-18|C1,2025-11-18 15:00:00,2025-11-18 15:30:00,2,ER6,HPW210|2025-11-18|C1__init
W2_A0219,HPW211,2025-11-18,2025-11-18,HPW211|2025-11-18|C1,2025-11-18 15:00:00,2025-11-18 15:30:00,2,ER12,HPW211|2025-11-18|C1__init
W2_A0226,HPW214,2025-11-18,2025-11-18,HPW214|2025-11-18|C1,2025-11-18 15:00:00,2025-11-18 15:30:00,2,ER7,HPW214|2025-11-18|C1__init
W2_A0230,HPW216,2025-11-18,2025-11-18,HPW216|2025-11-18|C1,2025-11-18 15:00:00,2025-11-18 15:30:00,2,ER8,HPW216|2025-11-18|C1__init
W2_A0238,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C1,2025-11-18 15:00:00,2025-11-18 15:15:00,1,ER13,HPW217|2025-11-18|C1__init
W2_A0251,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C3,2025-11-18 15:00:00,2025-11-18 15:15:00,1,ER9,HPW217|2025-11-18|C3__init
W2_A0152,HPW201,2025-11-18,2025-11-18,HPW201|2025-11-18|C1,2025-11-18 15:15:00,2025-11-18 15:30:00,1,ER1,HPW201|2025-11-18|C1__init
W2_A0153,HPW201,2025-11-18,2025-11-18,HPW201|2025-11-18|C2,2025-11-18 15:15:00,2025-11-18 15:30:00,1,ER10,HPW201|2025-11-18|C2__init
W2_A0155,HPW201,2025-11-18,2025-11-18,HPW201|2025-11-18|C3,2025-11-18 15:15:00,2025-11-18 15:30:00,1,ER11,HPW201|2025-11-18|C3__init
W2_A0191,HPW205,2025-11-18,2025-11-18,HPW205|2025-11-18|C1,2025-11-18 15:15:00,2025-11-18 15:30:00,1,ER5,HPW205|2025-11-18|C1__init
W2_A0246,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C1,2025-11-18 15:15:00,2025-11-18 15:30:00,1,ER13,HPW217|2025-11-18|C1__init
W2_A0255,HPW218,2025-11-18,2025-11-18,HPW218|2025-11-18|C1,2025-11-18 15:15:00,2025-11-18 15:30:00,1,ER9,HPW218|2025-11-18|C1__init
W2_A0180,HPW204,2025-11-18,2025-11-18,HPW204|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 16:15:00,3,ER2,HPW204|2025-11-18|C1__init
W2_A0195,HPW206,2025-11-18,2025-11-18,HPW206|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 15:45:00,1,ER14,HPW206|2025-11-18|C1__init
W2_A0209,HPW207,2025-11-18,2025-11-18,HPW207|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 16:00:00,2,ER4,HPW207|2025-11-18|C1__init
W2_A0222,HPW212,2025-11-18,2025-11-18,HPW212|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 15:45:00,1,ER16,HPW212|2025-11-18|C1__init
W2_A0242,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C2,2025-11-18 15:30:00,2025-11-18 15:45:00,1,ER3,HPW217|2025-11-18|C2__init
W2_A0250,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 15:45:00,1,ER12,HPW217|2025-11-18|C1__init
W2_A0256,HPW218,2025-11-18,2025-11-18,HPW218|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 15:45:00,1,ER8,HPW218|2025-11-18|C1__init
W2_A0258,HPW219,2025-11-18,2025-11-18,HPW219|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 16:00:00,2,ER7,HPW219|2025-11-18|C1__init
W2_A0259,HPW220,2025-11-18,2025-11-18,HPW220|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 15:45:00,1,ER13,HPW220|2025-11-18|C1__init
W2_A0262,HPW221,2025-11-18,2025-11-18,HPW221|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 15:45:00,1,ER11,HPW221|2025-11-18|C1__init
W2_A0263,HPW222,2025-11-18,2025-11-18,HPW222|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 16:30:00,4,ER9,HPW222|2025-11-18|C1__init
W2_A0264,HPW222,2025-11-18,2025-11-18,HPW222|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 16:00:00,2,ER10,HPW222|2025-11-18|C1__init
W2_A0268,HPW222,2025-11-18,2025-11-18,HPW222|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 16:00:00,2,ER5,HPW222|2025-11-18|C1__init
W2_A0269,HPW222,2025-11-18,2025-11-18,HPW222|2025-11-18|C1,2025-11-18 15:30:00,2025-11-18 16:00:00,2,ER1,HPW222|2025-11-18|C1__init
W2_A0240,HPW217,2025-11-18,2025-11-18,HPW217|2025-11-18|C1,2025-11-18 15:45:00,2025-11-18 16:00:00,1,ER12,HPW217|2025-11-18|C1__init
W2_A0257,HPW218,2025-11-18,2025-11-18,HPW218|2025-11-18|C1,2025-11-18 15:45:00,2025-11-18 16:00:00,1,ER8,HPW218|2025-11-18|C1__init
W2_A0260,HPW221,2025-11-18,2025-11-18,HPW221|2025-11-18|C1,2025-11-18 15:45:00,2025-11-18 16:00:00,1,ER11,HPW221|2025-11-18|C1__init
W2_A0267,HPW222,2025-11-18,2025-11-18,HPW222|2025-11-18|C2,2025-11-18 15:45:00,2025-11-18 16:00:00,1,ER14,HPW222|2025-11-18|C2__init
W2_A0270,HPW223,2025-11-18,2025-11-18,HPW223|2025-11-18|C1,2025-11-18 15:45:00,2025-11-18 16:00:00,1,ER13,HPW223|2025-11-18|C1__init
W2_A0273,HPW223,2025-11-18,2025-11-18,HPW223|2025-11-18|C2,2025-11-18 15:45:00,2025-11-18 16:00:00,1,ER16,HPW223|2025-11-18|C2__init
W2_A0216,HPW210,2025-11-18,2025-11-18,HPW210|2025-11-18|C1,2025-11-18 16:00:00,2025-11-18 16:30:00,2,ER6,HPW210|2025-11-18|C1__init
W2_A0253,HPW218,2025-11-18,2025-11-18,HPW218|2025-11-18|C1,2025-11-18 16:00:00,2025-11-18 16:15:00,1,ER8,HPW218|2025-11-18|C1__init
W2_A0261,HPW221,2025-11-18,2025-11-18,HPW221|2025-11-18|C1,2025-11-18 16:00:00,2025-11-18 16:15:00,1,ER11,HPW221|2025-11-18|C1__init
W2_A0265,HPW222,2025-11-18,2025-11-18,HPW222|2025-11-18|C1,2025-11-18 16:00:00,2025-11-18 16:30:00,2,ER3,HPW222|2025-11-18|C1__init
W2_A0266,HPW222,2025-11-18,2025-11-18,HPW222|2025-11-18|C1,2025-11-18 16:00:00,2025-11-18 16:30:00,2,ER5,HPW222|2025-11-18|C1__init
W2_A0272,HPW223,2025-11-18,2025-11-18,HPW223|2025-11-18|C1,2025-11-18 16:00:00,2025-11-18 16:15:00,1,ER13,HPW223|2025-11-18|C1__init
W2_A0254,HPW218,2025-11-18,2025-11-18,HPW218|2025-11-18|C1,2025-11-18 16:15:00,2025-11-18 16:30:00,1,ER8,HPW218|2025-11-18|C1__init
W2_A0271,HPW223,2025-11-18,2025-11-18,HPW223|2025-11-18|C1,2025-11-18 16:15:00,2025-11-18 16:30:00,1,ER13,HPW223|2025-11-18|C1__init
W2_A0285,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C1,2025-11-19 09:30:00,2025-11-19 09:45:00,1,ER1,HPW201|2025-11-19|C1__init
W2_A0296,HPW203,2025-11-19,2025-11-19,HPW203|2025-11-19|C1,2025-11-19 09:30:00,2025-11-19 10:00:00,2,ER12,HPW203|2025-11-19|C1__init
W2_A0303,HPW204,2025-11-19,2025-11-19,HPW204|2025-11-19|C1,2025-11-19 09:30:00,2025-11-19 10:00:00,2,ER2,HPW204|2025-11-19|C1__init
W2_A0310,HPW205,2025-11-19,2025-11-19,HPW205|2025-11-19|C1,2025-11-19 09:30:00,2025-11-19 09:45:00,1,ER5,HPW205|2025-11-19|C1__init
W2_A0337,HPW209,2025-11-19,2025-11-19,HPW209|2025-11-19|C1,2025-11-19 09:30:00,2025-11-19 10:00:00,2,ER3,HPW209|2025-11-19|C1__init
W2_A0344,HPW210,2025-11-19,2025-11-19,HPW210|2025-11-19|C1,2025-11-19 09:30:00,2025-11-19 10:00:00,2,ER6,HPW210|2025-11-19|C1__init
W2_A0277,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C1,2025-11-19 09:45:00,2025-11-19 10:00:00,1,ER1,HPW201|2025-11-19|C1__init
W2_A0279,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C2,2025-11-19 09:45:00,2025-11-19 10:00:00,1,ER10,HPW201|2025-11-19|C2__init
W2_A0286,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C3,2025-11-19 09:45:00,2025-11-19 10:00:00,1,ER11,HPW201|2025-11-19|C3__init
W2_A0307,HPW205,2025-11-19,2025-11-19,HPW205|2025-11-19|C1,2025-11-19 09:45:00,2025-11-19 10:15:00,2,ER5,HPW205|2025-11-19|C1__init
W2_A0287,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C1,2025-11-19 10:00:00,2025-11-19 10:15:00,1,ER1,HPW201|2025-11-19|C1__init
W2_A0295,HPW203,2025-11-19,2025-11-19,HPW203|2025-11-19|C1,2025-11-19 10:00:00,2025-11-19 10:30:00,2,ER12,HPW203|2025-11-19|C1__init
W2_A0312,HPW206,2025-11-19,2025-11-19,HPW206|2025-11-19|C1,2025-11-19 10:00:00,2025-11-19 10:15:00,1,ER14,HPW206|2025-11-19|C1__init
W2_A0330,HPW207,2025-11-19,2025-11-19,HPW207|2025-11-19|C1,2025-11-19 10:00:00,2025-11-19 10:30:00,2,ER4,HPW207|2025-11-19|C1__cg_30
W2_A0334,HPW208,2025-11-19,2025-11-19,HPW208|2025-11-19|C1,2025-11-19 10:00:00,2025-11-19 10:30:00,2,ER13,HPW208|2025-11-19|C1__init
W2_A0340,HPW209,2025-11-19,2025-11-19,HPW209|2025-11-19|C1,2025-11-19 10:00:00,2025-11-19 10:30:00,2,ER3,HPW209|2025-11-19|C1__init
W2_A0352,HPW211,2025-11-19,2025-11-19,HPW211|2025-11-19|C1,2025-11-19 10:00:00,2025-11-19 10:30:00,2,ER9,HPW211|2025-11-19|C1__cg_5
W2_A0355,HPW216,2025-11-19,2025-11-19,HPW216|2025-11-19|C1,2025-11-19 10:00:00,2025-11-19 10:30:00,2,ER11,HPW216|2025-11-19|C1__init
W2_A0309,HPW205,2025-11-19,2025-11-19,HPW205|2025-11-19|C1,2025-11-19 10:15:00,2025-11-19 11:15:00,4,ER5,HPW205|2025-11-19|C1__init
W2_A0341,HPW209,2025-11-19,2025-11-19,HPW209|2025-11-19|C2,2025-11-19 10:15:00,2025-11-19 10:30:00,1,ER2,HPW209|2025-11-19|C2__init
W2_A0290,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C1,2025-11-19 10:30:00,2025-11-19 10:45:00,1,ER1,HPW201|2025-11-19|C1__init
W2_A0311,HPW206,2025-11-19,2025-11-19,HPW206|2025-11-19|C1,2025-11-19 10:30:00,2025-11-19 10:45:00,1,ER14,HPW206|2025-11-19|C1__init
W2_A0313,HPW206,2025-11-19,2025-11-19,HPW206|2025-11-19|C2,2025-11-19 10:30:00,2025-11-19 10:45:00,1,ER7,HPW206|2025-11-19|C2__init
W2_A0329,HPW207,2025-11-19,2025-11-19,HPW207|2025-11-19|C1,2025-11-19 10:30:00,2025-11-19 11:15:00,3,ER4,HPW207|2025-11-19|C1__cg_30
W2_A0336,HPW209,2025-11-19,2025-11-19,HPW209|2025-11-19|C1,2025-11-19 10:30:00,2025-11-19 11:00:00,2,ER3,HPW209|2025-11-19|C1__init
W2_A0278,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C1,2025-11-19 10:45:00,2025-11-19 11:00:00,1,ER1,HPW201|2025-11-19|C1__init
W2_A0301,HPW204,2025-11-19,2025-11-19,HPW204|2025-11-19|C1,2025-11-19 10:45:00,2025-11-19 11:30:00,3,ER15,HPW204|2025-11-19|C1__init
W2_A0331,HPW208,2025-11-19,2025-11-19,HPW208|2025-11-19|C1,2025-11-19 10:45:00,2025-11-19 11:15:00,2,ER13,HPW208|2025-11-19|C1__init
W2_A0366,HPW218,2025-11-19,2025-11-19,HPW218|2025-11-19|C1,2025-11-19 10:45:00,2025-11-19 11:00:00,1,ER8,HPW218|2025-11-19|C1__init
W2_A0283,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C1,2025-11-19 11:00:00,2025-11-19 11:15:00,1,ER1,HPW201|2025-11-19|C1__init
W2_A0294,HPW203,2025-11-19,2025-11-19,HPW203|2025-11-19|C1,2025-11-19 11:00:00,2025-11-19 11:15:00,1,ER12,HPW203|2025-11-19|C1__init
W2_A0322,HPW206,2025-11-19,2025-11-19,HPW206|2025-11-19|C1,2025-11-19 11:00:00,2025-11-19 11:15:00,1,ER14,HPW206|2025-11-19|C1__init
W2_A0333,HPW208,2025-11-19,2025-11-19,HPW208|2025-11-19|C2,2025-11-19 11:00:00,2025-11-19 11:30:00,2,ER16,HPW208|2025-11-19|C2__init
W2_A0339,HPW209,2025-11-19,2025-11-19,HPW209|2025-11-19|C1,2025-11-19 11:00:00,2025-11-19 11:30:00,2,ER3,HPW209|2025-11-19|C1__init
W2_A0356,HPW216,2025-11-19,2025-11-19,HPW216|2025-11-19|C1,2025-11-19 11:00:00,2025-11-19 11:30:00,2,ER2,HPW216|2025-11-19|C1__init
W2_A0319,HPW206,2025-11-19,2025-11-19,HPW206|2025-11-19|C1,2025-11-19 11:15:00,2025-11-19 11:30:00,1,ER14,HPW206|2025-11-19|C1__init
W2_A0275,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C1,2025-11-19 13:00:00,2025-11-19 13:15:00,1,ER1,HPW201|2025-11-19|C1__init
W2_A0292,HPW203,2025-11-19,2025-11-19,HPW203|2025-11-19|C1,2025-11-19 13:00:00,2025-11-19 13:30:00,2,ER12,HPW203|2025-11-19|C1__init
W2_A0293,HPW203,2025-11-19,2025-11-19,HPW203|2025-11-19|C2,2025-11-19 13:00:00,2025-11-19 14:00:00,4,ER4,HPW203|2025-11-19|C2__init
W2_A0299,HPW204,2025-11-19,2025-11-19,HPW204|2025-11-19|C2,2025-11-19 13:00:00,2025-11-19 13:45:00,3,ER10,HPW204|2025-11-19|C2__init
W2_A0305,HPW204,2025-11-19,2025-11-19,HPW204|2025-11-19|C1,2025-11-19 13:00:00,2025-11-19 13:30:00,2,ER15,HPW204|2025-11-19|C1__init
W2_A0326,HPW206,2025-11-19,2025-11-19,HPW206|2025-11-19|C1,2025-11-19 13:00:00,2025-11-19 13:15:00,1,ER14,HPW206|2025-11-19|C1__init
W2_A0342,HPW209,2025-11-19,2025-11-19,HPW209|2025-11-19|C1,2025-11-19 13:00:00,2025-11-19 13:30:00,2,ER3,HPW209|2025-11-19|C1__init
W2_A0359,HPW217,2025-11-19,2025-11-19,HPW217|2025-11-19|C1,2025-11-19 13:00:00,2025-11-19 13:15:00,1,ER11,HPW217|2025-11-19|C1__init
W2_A0360,HPW217,2025-11-19,2025-11-19,HPW217|2025-11-19|C2,2025-11-19 13:00:00,2025-11-19 13:15:00,1,ER16,HPW217|2025-11-19|C2__init
W2_A0362,HPW218,2025-11-19,2025-11-19,HPW218|2025-11-19|C1,2025-11-19 13:00:00,2025-11-19 13:15:00,1,ER8,HPW218|2025-11-19|C1__init
W2_A0282,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C1,2025-11-19 13:15:00,2025-11-19 13:30:00,1,ER1,HPW201|2025-11-19|C1__init
W2_A0358,HPW217,2025-11-19,2025-11-19,HPW217|2025-11-19|C1,2025-11-19 13:15:00,2025-11-19 13:30:00,1,ER11,HPW217|2025-11-19|C1__init
W2_A0361,HPW218,2025-11-19,2025-11-19,HPW218|2025-11-19|C1,2025-11-19 13:15:00,2025-11-19 13:30:00,1,ER8,HPW218|2025-11-19|C1__init
W2_A0367,HPW221,2025-11-19,2025-11-19,HPW221|2025-11-19|C1,2025-11-19 13:15:00,2025-11-19 13:30:00,1,ER16,HPW221|2025-11-19|C1__init
W2_A0280,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C1,2025-11-19 13:30:00,2025-11-19 13:45:00,1,ER1,HPW201|2025-11-19|C1__init
W2_A0291,HPW203,2025-11-19,2025-11-19,HPW203|2025-11-19|C1,2025-11-19 13:30:00,2025-11-19 14:30:00,4,ER12,HPW203|2025-11-19|C1__init
W2_A0304,HPW204,2025-11-19,2025-11-19,HPW204|2025-11-19|C1,2025-11-19 13:30:00,2025-11-19 14:30:00,4,ER15,HPW204|2025-11-19|C1__init
W2_A0308,HPW205,2025-11-19,2025-11-19,HPW205|2025-11-19|C1,2025-11-19 13:30:00,2025-11-19 14:30:00,4,ER5,HPW205|2025-11-19|C1__init
W2_A0328,HPW206,2025-11-19,2025-11-19,HPW206|2025-11-19|C1,2025-11-19 13:30:00,2025-11-19 13:45:00,1,ER14,HPW206|2025-11-19|C1__init
W2_A0350,HPW210,2025-11-19,2025-11-19,HPW210|2025-11-19|C1,2025-11-19 13:30:00,2025-11-19 14:00:00,2,ER6,HPW210|2025-11-19|C1__init
W2_A0353,HPW211,2025-11-19,2025-11-19,HPW211|2025-11-19|C1,2025-11-19 13:30:00,2025-11-19 14:00:00,2,ER9,HPW211|2025-11-19|C1__cg_5
W2_A0365,HPW218,2025-11-19,2025-11-19,HPW218|2025-11-19|C1,2025-11-19 13:30:00,2025-11-19 13:45:00,1,ER8,HPW218|2025-11-19|C1__init
W2_A0374,HPW222,2025-11-19,2025-11-19,HPW222|2025-11-19|C1,2025-11-19 13:30:00,2025-11-19 13:45:00,1,ER16,HPW222|2025-11-19|C1__init
W2_A0289,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C1,2025-11-19 13:45:00,2025-11-19 14:00:00,1,ER1,HPW201|2025-11-19|C1__init
W2_A0302,HPW204,2025-11-19,2025-11-19,HPW204|2025-11-19|C2,2025-11-19 13:45:00,2025-11-19 14:30:00,3,ER10,HPW204|2025-11-19|C2__init
W2_A0327,HPW206,2025-11-19,2025-11-19,HPW206|2025-11-19|C1,2025-11-19 13:45:00,2025-11-19 14:00:00,1,ER14,HPW206|2025-11-19|C1__init
W2_A0364,HPW218,2025-11-19,2025-11-19,HPW218|2025-11-19|C1,2025-11-19 13:45:00,2025-11-19 14:00:00,1,ER8,HPW218|2025-11-19|C1__init
W2_A0370,HPW222,2025-11-19,2025-11-19,HPW222|2025-11-19|C1,2025-11-19 13:45:00,2025-11-19 14:15:00,2,ER16,HPW222|2025-11-19|C1__init
W2_A0281,HPW201,2025-11-19,2025-11-19,HPW201|2025-11-19|C1,2025-11-19 14:00:00,2025-11-19 14:15:00,1,ER1,HPW201|2025-11-19|C1__init
W2_A0325,HPW206,2025-11-19,2025-11-19,HPW206|2025-11-19|C1,2025-11-19 14:00:00,2025-11-19 14:15:00,1,ER14,HPW206|2025-11-19|C1__init
W2_A0332,HPW208,2025-11-19,2025-11-19,HPW208|2025-11-19|C1,2025-11-19 14:00:00,2025-11-19 14:30:00,2,ER13,HPW208|2025-11-19|C1__init
W2_A0345,HPW210,2025-11-19,2025-11-19,HPW210|2025-11-19|C1,2025-11-19 14:00:00,2025-11-19 14:30:00,2,ER6,HPW210|2025-11-19|C1__init
W2_A0357,HPW216,2025-11-19,2025-11-19,HPW216|2025-11-19|C1,2025-11-19 14:00:00,2025-11-19 14:15:00,1,ER2,HPW216|2025-11-19|C1__init
W2_A0314,HPW206,2025-11-19,2025-11-19,HPW206|2025-11-19|C1,2025-11-19 14:15:00,2025-11-19 14:30:00,1,ER14,HPW206|2025-11-19|C1__init
W2_A0315,HPW206,2025-11-19,2025-11-19,HPW206|2025-11-19|C2,2025-11-19 14:15:00,2025-11-19 14:30:00,1,ER7,HPW206|2025-11-19|C2__init
